customer_email,customer_name,customer_age,age_group,customer_value_tier,customer_segment
ricardomcclain@example.com,Pamela Mcclure,57,51-65,Premium,Enterprise
laura05@example.org,Wayne Holmes,38,36-50,High,Individual
tyler71@example.org,Traci Collins,64,51-65,High,Individual
enielsen@example.net,Gilbert Simpson,22,18-25,High,Enterprise
christine24@example.net,Whitney Martinez,36,36-50,Low,Small Business
pcook@example.com,Tami Graham,55,51-65,Low,Enterprise
clewis@example.org,Susan Mcpherson,47,36-50,High,Small Business
mary31@example.net,Beverly Sherman,22,18-25,Low,Enterprise
charleswalker@example.net,Patrick Rodriguez,56,51-65,Medium,Small Business
zcampbell@example.net,Joann Moore,39,36-50,Medium,Small Business
joseph63@example.net,Mrs. Victoria Martin,69,65+,High,Small Business
nicholascunningham@example.net,Christie Moyer,69,65+,Premium,Enterprise
aarontrujillo@example.org,Keith Gonzalez,20,18-25,Premium,Individual
vcrawford@example.com,Rachel Chavez,69,65+,Medium,Enterprise
jtorres@example.org,Pamela Cox,85,65+,Medium,Small Business
piercemark@example.org,Alicia Moody,63,51-65,Premium,Small Business
donnamassey@example.net,Edward Ochoa,61,51-65,Low,Individual
erika08@example.com,Jessica Mayer,37,36-50,Medium,Enterprise
evanskaren@example.com,Gina Frey,81,65+,Low,Enterprise
grayaustin@example.com,Mark Moore,71,65+,High,Enterprise
amiller@example.net,Amber Taylor,61,51-65,Low,Enterprise
uprice@example.net,Nicholas Mahoney,23,18-25,Low,Enterprise
kristine95@example.com,Eric Davis,27,26-35,Medium,Enterprise
fostermatthew@example.com,Scott Vazquez,34,26-35,High,Enterprise
nashkara@example.org,Renee White,72,65+,Medium,Enterprise
uwright@example.net,Chris Harris,75,65+,Low,Individual
michaelfleming@example.com,Heidi Lewis,41,36-50,Medium,Small Business
rodriguezdeanna@example.com,Ashley Roberson,62,51-65,High,Enterprise
maystara@example.com,Kara Winters,20,18-25,Low,Enterprise
djohnson@example.com,Paul Benson,27,26-35,Medium,Enterprise
emccormick@example.org,Michael Ward,32,26-35,Medium,Individual
irodriguez@example.net,Ronald Gomez,37,36-50,Low,Individual
victoria89@example.org,Richard Wells,43,36-50,Medium,Individual
deborahevans@example.org,John Jones,46,36-50,Medium,Small Business
ruizjames@example.net,Donald Fernandez,47,36-50,Medium,Enterprise
kpayne@example.com,Justin Sharp,70,65+,High,Enterprise
obarnes@example.net,Hunter Moran,77,65+,Low,Small Business
nwright@example.org,Nicole Lewis,80,65+,Premium,Enterprise
anita67@example.com,Andre Webb,66,65+,High,Individual
fowlerjennifer@example.net,Timothy Knight,62,51-65,Medium,Individual
jflynn@example.com,Kevin Alexander,36,36-50,High,Individual
jameslaura@example.com,Jonathan Richardson,63,51-65,Medium,Small Business
amber66@example.net,Daryl Evans,26,26-35,Medium,Small Business
fdrake@example.com,Ashley Rodriguez,46,36-50,High,Enterprise
rebeccaarmstrong@example.net,Clifford Campbell,65,51-65,Premium,Enterprise
bradleymoran@example.org,Sarah Lewis,83,65+,High,Individual
howardmayer@example.com,Michelle Castillo,31,26-35,High,Enterprise
jennifercarroll@example.org,Daniel Stewart,16,18-25,Low,Small Business
rodriguezrebecca@example.org,Justin Brown,72,65+,Low,Enterprise
parkerwilliam@example.net,Joel Smith,42,36-50,High,Enterprise
iharris@example.com,Michelle Burnett,85,65+,Low,Individual
snyderolivia@example.net,Sean Whitehead,59,51-65,Medium,Enterprise
megan72@example.net,Amy Mendoza,18,18-25,Low,Enterprise
robert73@example.org,Daniel Owen,57,51-65,Low,Small Business
matthew96@example.net,Allen Mercer,74,65+,Premium,Enterprise
victor26@example.net,Madison Perez,68,65+,High,Individual
kimberlyellis@example.org,Amber Joyce,63,51-65,Premium,Enterprise
kleincatherine@example.net,Mr. Travis Lopez,32,26-35,Premium,Small Business
wbond@example.com,Justin Schwartz,82,65+,High,Small Business
kevin65@example.org,Nicole Fuller,81,65+,Medium,Individual
jennifersalazar@example.net,Julia Peterson,54,51-65,Low,Individual
bonillarachel@example.com,Justin Brown,18,18-25,High,Individual
vholt@example.net,Sharon Fox,72,65+,Low,Small Business
ogarrison@example.org,Patricia Campbell,55,51-65,Medium,Individual
miguel08@example.net,Mrs. Tonya Pace,62,51-65,High,Individual
randymartinez@example.net,Tammy Hill,43,36-50,Medium,Enterprise
iknight@example.net,Douglas Clay,82,65+,Premium,Small Business
hboyd@example.org,Abigail Jackson,44,36-50,Premium,Small Business
jeffery39@example.net,Ariel Fernandez,67,65+,Premium,Small Business
samuel86@example.net,Tiffany Martin,64,51-65,High,Small Business
luislong@example.org,Samantha Burke,62,51-65,High,Small Business
youngamy@example.org,Abigail Velez,75,65+,Low,Enterprise
ryancurry@example.org,Jodi Mckee,70,65+,Premium,Enterprise
griffincourtney@example.net,Amy Jones,81,65+,Premium,Enterprise
karen46@example.org,Melissa Torres,66,65+,Low,Enterprise
jimenezjohn@example.net,Richard Hughes,42,36-50,Low,Enterprise
jonathanhiggins@example.com,Brandon Ross,61,51-65,Medium,Enterprise
welchvincent@example.com,John Perry,67,65+,Medium,Enterprise
gknight@example.org,Brian Jackson,43,36-50,High,Individual
rhall@example.com,Briana Yoder,24,18-25,Medium,Small Business
woodjason@example.com,Stanley Harmon,80,65+,Low,Enterprise
austinmccoy@example.org,Erica Malone,38,36-50,Low,Individual
catherine39@example.org,Susan Velasquez,45,36-50,Low,Individual
duffydavid@example.com,Tiffany Rojas,85,65+,Medium,Small Business
melissagreen@example.net,Brett Cummings,22,18-25,Premium,Small Business
framsey@example.net,Anonymous Customer,50,36-50,Premium,Individual
kathypierce@example.net,Patricia Banks,48,36-50,High,Small Business
victoriapowell@example.net,Amanda Orr,20,18-25,Medium,Enterprise
brandivargas@example.net,Emily Hernandez,80,65+,Low,Individual
larsondebra@example.org,Amanda Ramirez,40,36-50,Premium,Enterprise
cassie97@example.com,April Smith Dvm,32,26-35,Premium,Enterprise
tiffany82@example.org,Elizabeth Nelson,32,26-35,High,Small Business
campbellmichael@example.com,Julie Blair,18,18-25,Low,Enterprise
allenramirez@example.com,Emily Velazquez,35,26-35,High,Individual
alexandraleach@example.net,Anonymous Customer,82,65+,Premium,Small Business
douglas52@example.net,Anonymous Customer,45,36-50,High,Enterprise
floydsandra@example.org,Randy Proctor,54,51-65,High,Individual
jesse99@example.org,Mark Patel,76,65+,Low,Individual
castillodennis@example.com,Vanessa Lin,76,65+,Low,Small Business
jacobhinton@example.net,William Wolf,17,18-25,Medium,Individual
laura30@example.com,Terri Mccormick,67,65+,High,Individual
alyssa52@example.com,Matthew Spencer,63,51-65,Premium,Individual
annette87@example.com,Denise Larson,83,65+,Premium,Enterprise
qberry@example.com,Olivia Williams,58,51-65,Medium,Individual
elizabeth37@example.org,Ronald Ortiz,26,26-35,Low,Enterprise
cameron05@example.org,Maria Jones,40,36-50,Medium,Small Business
jmiller@example.org,Mr. Todd Robertson,44,36-50,High,Individual
kgray@example.com,Steven Sutton,68,65+,Low,Individual
kallen@example.org,Kevin Miller,63,51-65,Low,Individual
clewis@example.org,Caitlin Lopez,18,18-25,High,Individual
craigkimberly@example.com,Christine Caldwell,57,51-65,Low,Individual
onealjohn@example.net,Tina Griffin,43,36-50,Premium,Individual
amanda49@example.org,Brett Torres,83,65+,Medium,Enterprise
lewissara@example.com,Katherine Morris,47,36-50,High,Enterprise
rodriguezchristine@example.com,Earl Salas,29,26-35,Low,Individual
sjackson@example.org,Anonymous Customer,83,65+,Premium,Individual
ahiggins@example.org,Bobby Allen,49,36-50,Premium,Individual
hartmanpaul@example.net,Rhonda Wood,68,65+,High,Small Business
smithsamantha@example.com,Nancy Jordan,83,65+,Medium,Small Business
richardclark@example.com,Travis Rollins,57,51-65,Low,Individual
jonathanhill@example.org,Steven Thomas,31,26-35,Premium,Small Business
amydavis@example.org,Ashley Compton,18,18-25,Low,Enterprise
zjohnson@example.com,John White,20,18-25,High,Small Business
walkerjanice@example.org,Nancy Robinson,19,18-25,Premium,Enterprise
hammondcourtney@example.org,David Mendoza,24,18-25,Medium,Small Business
david04@example.org,Carrie Martin,19,18-25,Medium,Small Business
jessebender@example.org,Mallory Hughes,40,36-50,Medium,Individual
tburns@example.net,Jeffrey Taylor,47,36-50,Premium,Small Business
rodney52@example.net,Troy Gonzalez,17,18-25,Premium,Enterprise
robinmorgan@example.net,Mr. Erik George,83,65+,Low,Individual
stevenjordan@example.org,Belinda Ramos,21,18-25,Low,Individual
umoore@example.com,Kyle Norman,44,36-50,High,Enterprise
jason66@example.org,Shawn Flowers,51,51-65,Medium,Enterprise
adam18@example.com,Amanda Torres,78,65+,Low,Enterprise
descobar@example.org,Tina Deleon,17,18-25,Premium,Individual
leslie18@example.net,Tracy Park,28,26-35,Premium,Enterprise
christine31@example.net,Amy Monroe,44,36-50,Medium,Small Business
patriciahopkins@example.org,Jackie Terry,18,18-25,Low,Enterprise
christinegray@example.com,Curtis Schroeder,20,18-25,Low,Small Business
qmoreno@example.net,Crystal Walton,74,65+,Low,Small Business
lbuck@example.org,Tara Willis,77,65+,Medium,Enterprise
aaron72@example.org,Stephen Nelson,79,65+,High,Small Business
luisgray@example.com,Robert Martinez,26,26-35,Low,Individual
robert13@example.net,Jodi Berry,51,51-65,Low,Individual
kristinrangel@example.org,Cynthia Jones,40,36-50,Low,Enterprise
thomas89@example.com,Leslie Mcmillan,24,18-25,Low,Individual
samuelbarron@example.com,Michelle Hughes,27,26-35,Low,Small Business
larryhess@example.org,Raymond Schwartz,30,26-35,High,Enterprise
gallegoschristopher@example.org,Kenneth Munoz,83,65+,Medium,Individual
ortizmaria@example.org,Jennifer Harrell,82,65+,Premium,Enterprise
hnelson@example.net,Nicole Miller,18,18-25,Low,Enterprise
josephellis@example.org,Maria Esparza,17,18-25,Medium,Small Business
hallkara@example.net,Nicholas Sullivan,25,18-25,Low,Small Business
thompsonjoshua@example.com,Courtney Williams,71,65+,Low,Small Business
francisanderson@example.com,Jacob Brown,27,26-35,Low,Small Business
brad80@example.org,Anonymous Customer,38,36-50,Medium,Small Business
robert49@example.net,Michelle Brown,62,51-65,Premium,Small Business
travis43@example.com,Gabriel Aguirre,48,36-50,Medium,Individual
jennifer15@example.net,Anthony Heath,64,51-65,Medium,Individual
joseph30@example.org,Jasmine Webb,55,51-65,High,Small Business
martin61@example.net,Tiffany Miller,48,36-50,High,Individual
adamsjames@example.com,Christopher Brooks,50,36-50,Premium,Enterprise
charlesfleming@example.org,Tammy Fletcher,43,36-50,High,Enterprise
james93@example.net,Ryan Jones,67,65+,Low,Enterprise
scott50@example.com,Matthew Navarro,53,51-65,High,Small Business
robinporter@example.com,Mr. Robert Pearson Ii,41,36-50,Low,Small Business
pzhang@example.net,Christina Thompson,17,18-25,High,Individual
cbates@example.com,Tara Schultz,64,51-65,Medium,Small Business
pcox@example.org,Michael Jones,69,65+,Premium,Small Business
parkerallen@example.org,Corey Rodriguez,83,65+,Low,Small Business
jennifer36@example.org,Mary Sanchez,22,18-25,High,Individual
davidhouston@example.com,Jean Riley,84,65+,Low,Individual
lauren08@example.org,Brianna Stevens,19,18-25,Medium,Small Business
griffindenise@example.org,Allison Bailey,74,65+,High,Small Business
keithsanford@example.org,Alexander Miller,69,65+,High,Individual
thomasrodriguez@example.net,Anthony Barnes,82,65+,Medium,Individual
wkelly@example.net,Melissa Hill,80,65+,Low,Small Business
danielmunoz@example.org,Andrea Williams,41,36-50,High,Individual
claytonallen@example.com,Courtney Watson,81,65+,Medium,Individual
andrew85@example.net,Casey Hunter,65,51-65,Medium,Individual
gdelgado@example.org,Douglas Adams,69,65+,High,Small Business
williamserin@example.org,Daniel Dean,30,26-35,Premium,Enterprise
rebekahhughes@example.net,Martha Sims,83,65+,Premium,Enterprise
qjones@example.org,Connor White Md,37,36-50,Medium,Enterprise
grace17@example.org,Danielle Pollard,84,65+,Premium,Individual
amandaserrano@example.com,Cameron Gonzalez,67,65+,High,Enterprise
steveesparza@example.com,Holly Velazquez,75,65+,High,Enterprise
john24@example.org,Rhonda Hess,68,65+,Medium,Individual
ashley76@example.org,Debra Gibbs,20,18-25,Low,Individual
hbarrett@example.com,Cassandra Tate,36,36-50,High,Enterprise
zacharywallace@example.org,Justin Beard,18,18-25,Premium,Enterprise
edwardphillips@example.net,Derrick Daniels,67,65+,Low,Small Business
jenniferblack@example.net,Shane Anderson,19,18-25,High,Small Business
meyergeorge@example.org,Tracy Miller,23,18-25,Low,Enterprise
matthew29@example.com,Gabriel Johnson,46,36-50,High,Enterprise
darrell62@example.org,Darryl Harris,39,36-50,Premium,Enterprise
morgancrystal@example.net,Hannah Parks,38,36-50,Medium,Individual
carmstrong@example.com,Kristen Palmer,38,36-50,Premium,Individual
paulpeterson@example.org,Kelly Marshall,48,36-50,Medium,Enterprise
cristianmendoza@example.org,Jessica Brown,68,65+,High,Individual
sdiaz@example.org,Steven Steele,38,36-50,Medium,Individual
odonnellmiranda@example.net,Timothy Mora,28,26-35,Medium,Individual
smithsamuel@example.net,Dr. Margaret Williams,54,51-65,High,Small Business
arthur60@example.org,Sean Contreras,20,18-25,Medium,Individual
iclark@example.com,Mike Hardin,63,51-65,High,Enterprise
belllisa@example.org,Stephen Weber,72,65+,Low,Small Business
anthony32@example.com,Michael Adams,74,65+,Low,Enterprise
sriddle@example.org,Scott Clark,36,36-50,Premium,Enterprise
julie23@example.net,Regina Morgan,63,51-65,Premium,Individual
xzuniga@example.com,Linda Lewis,74,65+,High,Enterprise
mburton@example.net,Kathryn Murphy Md,69,65+,Low,Enterprise
vking@example.org,Gina Mahoney,33,26-35,Low,Enterprise
colleenzimmerman@example.net,Margaret Hansen,59,51-65,Premium,Enterprise
michaeljimenez@example.org,Jenny Cabrera,39,36-50,Premium,Enterprise
james09@example.com,Travis Duarte,21,18-25,Premium,Individual
deborahadams@example.net,Kaylee Campbell,41,36-50,Low,Individual
aaron77@example.com,Molly Diaz,49,36-50,Medium,Small Business
cheryl25@example.org,Corey Stewart,20,18-25,High,Enterprise
leemicheal@example.org,Richard Fitzgerald,31,26-35,Medium,Enterprise
castrojennifer@example.net,Rachel Hill,55,51-65,High,Small Business
dzuniga@example.com,Heather Hanson,24,18-25,High,Small Business
hcole@example.com,Randy Gonzalez,66,65+,Medium,Individual
mdavidson@example.com,John Hurst,65,51-65,Low,Enterprise
piercewilliam@example.com,Anonymous Customer,58,51-65,Low,Enterprise
rachel91@example.org,Dawn Stewart,41,36-50,Medium,Small Business
lcarter@example.org,John Santos,66,65+,Medium,Individual
craigscott@example.com,Donna Garcia,74,65+,Medium,Enterprise
dawnrobinson@example.net,Amanda Fowler,24,18-25,Premium,Enterprise
dunnjeremy@example.org,Logan Steele,63,51-65,Medium,Enterprise
rosalesanna@example.net,Teresa Thompson,26,26-35,Medium,Individual
melissa07@example.net,Crystal Stephens,42,36-50,High,Small Business
tammyfrazier@example.org,Scott Walsh,56,51-65,Medium,Enterprise
brownbrett@example.org,Deanna Garcia,53,51-65,Low,Enterprise
jasonlyons@example.com,Laurie Davis,44,36-50,Low,Small Business
smithmike@example.net,Troy White,73,65+,High,Small Business
davidlester@example.org,Sharon Jones,40,36-50,Medium,Small Business
harrisjonathan@example.org,Heather Harrington,61,51-65,Low,Small Business
jason07@example.com,Elizabeth Brown,29,26-35,Premium,Enterprise
kathryn55@example.net,Toni Strickland,55,51-65,High,Small Business
peter07@example.org,Deborah Thomas,84,65+,High,Individual
daniel16@example.org,Anna Barnett,70,65+,Low,Individual
williamsernest@example.com,Kristen Guerra Phd,68,65+,Low,Enterprise
lholder@example.net,Martin Clark,73,65+,Medium,Small Business
hugheskelly@example.org,Alexa Williams,37,36-50,High,Enterprise
mclaughlinjulie@example.net,Emily Rice,18,18-25,High,Small Business
oconnorsteven@example.com,Stephanie Baker,29,26-35,Premium,Individual
richard62@example.net,Stephanie Chaney,36,36-50,Low,Small Business
michaelbowman@example.com,Roy Murray,37,36-50,High,Individual
bryan60@example.org,Brandon Harrison,53,51-65,Medium,Small Business
moorecalvin@example.net,Daniel Bailey,59,51-65,Low,Enterprise
kristen65@example.org,Kevin Farley,82,65+,Low,Individual
dennis43@example.org,Kelsey Anderson,72,65+,High,Individual
annecruz@example.org,Shaun Anderson,51,51-65,Premium,Enterprise
richardsonkelly@example.net,Christopher Sharp,39,36-50,Premium,Enterprise
tracey01@example.org,Felicia Meyer,68,65+,Premium,Individual
shahrobert@example.org,Kayla Everett,22,18-25,High,Enterprise
john83@example.net,Spencer Bradford Dds,44,36-50,Premium,Small Business
courtneyroman@example.org,Denise Salazar,18,18-25,High,Small Business
hrobinson@example.com,Mariah Baird,43,36-50,Medium,Enterprise
emily98@example.net,Brandon Williams,67,65+,Low,Individual
william64@example.net,Gary Kennedy,75,65+,Low,Enterprise
jimenezpeter@example.net,Anonymous Customer,75,65+,Premium,Individual
cabrerarobert@example.org,Amy Lopez,73,65+,Premium,Enterprise
jasondavis@example.net,Anthony Jordan,73,65+,High,Individual
istanton@example.com,John Morales,83,65+,Low,Individual
nathanconway@example.com,Lauren Hickman,29,26-35,Medium,Small Business
josephbrown@example.net,Gerald Martinez,61,51-65,High,Individual
sfowler@example.com,Meghan Pittman,60,51-65,High,Individual
wilsonjoan@example.net,Monica Chung,68,65+,Premium,Individual
steven26@example.org,John Carroll,77,65+,High,Small Business
amurray@example.org,Samantha Jones,32,26-35,Low,Small Business
mark13@example.com,Zachary Solis,47,36-50,Low,Small Business
